Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Infliximab;INFLIXIMAB 100MG 10 ML 1 UNITA' USO PARENTERALE;ZESSLY*1 flaconcino EV 100 mg;637,52;386,28;-;SANDOZ GMBH;046635013;IZW;
Infliximab;INFLIXIMAB 120MG 1 ML 1 UNITA' USO PARENTERALE;REMSIMA*1 penna SC 120 mg/ml + 2 tamponi imbevuti;476,95;288,98;-;CELLTRION HEALTHCARE HUNG.KFT;042942122;LDN;
Infliximab;INFLIXIMAB 120MG 1 ML 4 UNITA' USO PARENTERALE;REMSIMA*4 penne SC 120 mg/ml + 4 tamponi imbevuti;1907,76;1155,94;-;CELLTRION HEALTHCARE HUNG.KFT;042942146;LST;
Inotersen;INOTERSEN 284MG 1,5ML 4 UNITA' USO PARENTERALE;TEGSEDI*4 siringhe preriempite SC 1,5 ml 189 mg/ml;37503,69;22724,00;-;AKCEA THERAPEUTICS IRELAND LTD;046924027;LDF;
Inotuzumab ozogamicin;INOTUZUMAB OZOGAMICIN 1MG 1 UNITA' USO PARENTERALE;BESPONSA*polv inf 1 flacone 1 mg;17263,18;10460,00;-;PFIZER EUROPE MA EEIG;045441019;KKZ;
Insulina aspart;INSULINA ASPART 160U 1,6ML 5 UNITA' USO PARENTERALE;NOVORAPID*PUMPCART 5 cartucce SC EV 1,6 ml 100 U/ml;21,21;12,86;-;NOVO NORDISK A/S;034498232;EFT;
Interferone Gamma 1B;INTERFERONE GAMMA 1B 100MCG 0,5ML 6 UNITA' USO PARENTERALE;IMUKIN*6 fiale SC 2 x 1.000.000 UI;761,09;461,16;-;CLINIGEN HEALTHCARE B.V.;028138016;AVZ;
Iopamidolo;IOPAMIDOLO 4.080MG IODIO 10ML 10 UNITA' USO PARENTERALE;IOPASEN*10 fiale EV 10 ml 408 mg/ml;23,77;14,40;-;GALENICA SENESE Srl;034620195;FPQ;
Ipilimumab;IPILIMUMAB 200MG 1 UNITA' USO PARENTERALE;YERVOY*1 flacone EV 40 ml 5 mg/ml;25321,26;15342,50;-;BRISTOL M.SQUIBB PHARMA EEIG;041275025;BBM;
Ipilimumab;IPILIMUMAB 50MG 1 UNITA' USO PARENTERALE;YERVOY*1 flacone EV 10 ml 5 mg/ml;6330,32;3835,63;-;BRISTOL M.SQUIBB PHARMA EEIG;041275013;BBN;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;CAMPTO*1 flaconcino EV 100 mg 5 ml 20 mg/ml;236,08;143,05;-;PFIZER ITALIA Srl;032949051;BBO;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN KABI*1 flacone 100 mg 5 ml 20 mg/ml;153,46;92,99;-;FRESENIUS KABI ITALIA Srl;038398020;BBO;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 100 mg 5 ml 20 mg/ml;153,46;92,99;-;EUGIA PHARMA (MALTA) LIMITED;038143020;BBO;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 100 mg 5 ml 20 mg/ml;115,09;69,74;-;ACCORD HEALTHCARE SLU;044241026;BBO;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flacone 100 mg 5 ml 20 mg/ml;115,09;69,74;-;MYLAN SpA;038804050;BBO;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINTO*1 flaconcino EV 5 ml 20 mg/ml;115,09;69,74;-;HIKMA FARMACEUTICA S.A.;045935020;BBO;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;CAMPTO*1 flaconcino EV 300 mg 15 ml 20 mg/ml;708,23;429,13;-;PFIZER ITALIA Srl;032949063;BBP;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;IRINOTECAN KABI*1 flaconcino 300 mg 15 ml 20 mg/ml;310,75;188,29;-;FRESENIUS KABI ITALIA Srl;038398032;BBP;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 300 mg 15 ml 20 mg/ml;305,00;184,80;-;EUGIA PHARMA (MALTA) LIMITED;038143044;BBP;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 300 mg 15 ml 20 mg/ml;305,00;184,80;-;ACCORD HEALTHCARE SLU;044241038;BBP;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;IRINTO*1 flaconcino EV 15 ml 20 mg/ml;305,00;184,80;-;HIKMA FARMACEUTICA S.A.;045935032;BBP;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;CAMPTO*1 flaconcino EV 40 mg 2 ml 20 mg/ml;96,58;58,52;-;PFIZER ITALIA Srl;032949048;BBQ;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN KABI*1 flaconcino 40 mg 2 ml 20 mg/ml;67,60;40,96;-;FRESENIUS KABI ITALIA Srl;038398018;BBQ;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino 40 mg 2 ml 20 mg/ml;50,70;30,72;-;MYLAN SpA;038804011;BBQ;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 40 mg 2 ml 20 mg/ml;67,60;40,96;-;EUGIA PHARMA (MALTA) LIMITED;038143018;BBQ;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 40 mg 2 ml 20 mg/ml;50,70;30,72;-;ACCORD HEALTHCARE SLU;044241014;BBQ;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINTO*1 flaconcino EV 2 ml 20 mg/ml;50,70;30,72;-;HIKMA FARMACEUTICA S.A.;045935018;BBQ;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN KABI*1 flaconcino 500 mg 25 ml 20 mg/ml;767,20;464,85;-;FRESENIUS KABI ITALIA Srl;038398044;BBS;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 500 mg 25 ml 20 mg/ml;767,20;464,85;-;EUGIA PHARMA (MALTA) LIMITED;038143032;BBS;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 500 mg 25 ml 20 mg/ml;767,20;464,86;-;MYLAN SpA;038804136;BBS;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 500 mg 25 ml 20 mg/ml;767,20;464,85;-;ACCORD HEALTHCARE SLU;044241040;BBS;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINTO*1 flaconcino EV 25 ml 20 mg/ml;767,20;464,85;-;HIKMA FARMACEUTICA S.A.;045935044;BBS;
Irinotecan;IRINOTECAN 1.000MG 50ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 1.000 mg 50 ml 20 mg/ml;828,57;502,05;-;ACCORD HEALTHCARE SLU;044241053;LUB;
Irinotecan;IRINOTECAN 270MG 180ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 sacca EV 180 ml 1,5 mg/ml;274,50;166,33;-;SUN PHARMACEUTICAL IND.EU.B.V.;048419016;LUO;
Irinotecan;IRINOTECAN 300MG 200ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 sacca EV 200 ml 1,5 mg/ml;305,00;184,80;-;SUN PHARMACEUTICAL IND.EU.B.V.;048419028;LUP;
Irinotecan;IRINOTECAN 330MG 220ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 sacca EV 220 ml 1,5 mg/ml;335,50;203,29;-;SUN PHARMACEUTICAL IND.EU.B.V.;048419030;LUQ;
Irinotecan;IRINOTECAN 360MG 240ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 sacca EV 240 ml 1,5 mg/ml;366,00;221,76;-;SUN PHARMACEUTICAL IND.EU.B.V.;048419042;LUR;
Irinotecan sucrosofato liposomiale pegilato;IRINOTECAN PEGILATO 10ML 4,3MG/ML 1 UNITA' USO PARENTERALE;ONIVYDE PEGYLATED LIPOSOMAL*1 flaconcino EV 10 ml 4,3 mg/ml;1325,65;803,23;-;LES LABORATOIRES SERVIER;045168010;MVN;
Isatuximab;ISATUXIMAB 100MG 5ML 1 UNITA' USO PARENTERALE;SARCLISA*EV flacone 100 mg/5 ml;1039,93;630,11;-;SANOFI WINTHROP INDUSTRIE;048617017;LHK;
Isatuximab;ISATUXIMAB 500MG 25ML 1 UNITA' USO PARENTERALE;SARCLISA*EV flacone 500 mg/25 ml;5199,63;3150,52;-;SANOFI WINTHROP INDUSTRIE;048617031;LHL;
Isavuconazolo;ISAVUCONAZOLO 200MG 10ML 1 UNITA' USO PARENTERALE;CRESEMBA*1 flaconcino polv infus 10 ml 200 mg;595,79;361,00;-;BASILEA PHARM.DEUTSCH.GMBH;044528014;GXT;
Isoflurano;ISOFLURANO 100ML USO INALATORIO;AERRANE*inal 100 ml;50,15;22,80;-;BAXTER SpA;029033014;BBT;
Isoflurano;ISOFLURANO 250ML USO INALATORIO;AERRANE*inal 250 ml;141,44;64,30;-;BAXTER SpA;029033026;BBV;
Isoflurano;ISOFLURANO 100ML 6 UNITA' USO INALATORIO;AERRANE*6 flaconi inal 100 ml;214,46;129,94;-;BAXTER SpA;029033038;CKO;
Isoflurano;ISOFLURANO 250ML 6 UNITA' USO INALATORIO;AERRANE*6 flaconi inal 250 ml;604,84;366,48;-;BAXTER SpA;029033040;COO;
Isosorbide dinitrato;ISOSORBIDE DINITRATO 10MG 10ML 10 UNITA' USO PARENTERALE;DINIKET*10 fiale EV 10 mg 10 ml;22,63;10,29;-;MERUS LABS LUXCO II SARL;026887012;BBW;
Isosorbide dinitrato;ISOSORBIDE DINITRATO 5MG 10ML 10 UNITA' USO PARENTERALE;NITROSORBIDE*10 fiale EV 5 mg 10 ml;3,59;1,63;-;IST.LUSOFARMACO D'ITALIA SpA;020925069;BBX;
Ixazomib;IXAZOMIB 2,3MG 3 UNITA' USO ORALE;NINLARO*3 cps 2,3 mg;11140,19;6750,00;-;TAKEDA PHARMA A/S;045181017;KKK;
Ixazomib;IXAZOMIB 3MG 3 UNITA' USO ORALE;NINLARO*3 cps 3 mg;11140,19;6750,00;-;TAKEDA PHARMA A/S;045181029;KKL;
Ixazomib;IXAZOMIB 4MG 3 UNITA' USO ORALE;NINLARO*3 cps 4 mg;11140,19;6750,00;-;TAKEDA PHARMA A/S;045181031;KKM;
Ixekizumab;IXEKIZUMAB 80MG 2 UNITA' USO PARENTERALE;TALTZ*SC 2 penne preriemp 1 ml 80 mg;3342,79;2025,40;-;ELI LILLY AND COMPANY LIMITED;044863025;JZU;
Ixekizumab;IXEKIZUMAB 80MG 2 UNITA' USO PARENTERALE;TALTZ*SC 2 siringhe preriemp 1 ml 80 mg;3342,79;2025,40;-;ELI LILLY AND COMPANY LIMITED;044863052;JZU;
Ketamina;KETAMINA 100MG 2ML 5 UNITA' USO PARENTERALE;KETAMINA*5 fiale 2ml 50 mg/ml;24,58;14,90;-;MOLTENI & C. F.LLI ALITTI SpA;038890012;BBZ;
Ketoprofene;KETOPROFENE 100MG 6 UNITA' USO PARENTERALE EV;FLEXEN*6 fiale EV 100 mg + 6 fiale solv 5 ml;4,85;2,20;-;ITALFARMACO SpA;023401096;BCD;
Ketoprofene;KETOPROFENE 100MG 6 UNITA' USO PARENTERALE EV;IBIFEN*6 fiale EV 100 mg 5 ml;4,71;2,14;-;I.B.I.GIOVANNI LORENZINI SpA;024994194;BCD;
Ketoprofene;KETOPROFENE 100MG 5 UNITA' USO PARENTERALE EV;IBIFEN*5 fiale EV 100 mg 5 ml;2,96;1,79;-;I.B.I.GIOVANNI LORENZINI SpA;024994244;LQG;
Lamivudina;LAMIVUDINA 10MG/ML 240ML USO ORALE;EPIVIR*orale soluz 240 ml 10 mg/ml;46,43;28,13;-;VIIV HEALTHCARE BV;031984014;BCF;
Lamivudina;LAMIVUDINA 150MG 60 UNITA' USO ORALE;EPIVIR*60 cpr riv div 150 mg flacone;173,00;104,82;-;VIIV HEALTHCARE BV;031984026;BCG;
Lamivudina;LAMIVUDINA 150MG 60 UNITA' USO ORALE;LAMIVUDINA*60 cpr riv 150 mg;112,45;68,14;-;MYLAN SpA;040485029;BCG;
Lamivudina;LAMIVUDINA 150MG 60 UNITA' USO ORALE;LAMIVUDINA*60 cpr riv 150 mg;112,45;68,14;-;AUROBINDO PHARMA ITALIA Srl;042161048;BCG;
Lamivudina;LAMIVUDINA 300MG 30 UNITA' USO ORALE;EPIVIR*30 cpr riv div 300 mg flacone;230,59;139,73;-;VIIV HEALTHCARE BV;031984038;BCH;
Lamivudina;LAMIVUDINA 300MG 30 UNITA' USO ORALE;LAMIVUDINA*30 cpr riv 300 mg;149,89;90,82;-;MYLAN SpA;040485082;BCH;
Lamivudina;LAMIVUDINA 300MG 30 UNITA' USO ORALE;LAMIVUDINA*30 cpr riv 300 mg;149,89;90,82;-;AUROBINDO PHARMA ITALIA Srl;042161113;BCH;
Lamivudina/zidovudina;LAMIVUDINA+ZIDOVUDINA 150+300MG 60 UNITA' USO ORALE;COMBIVIR*60 cpr riv 150 mg + 300 mg;471,79;285,86;-;VIIV HEALTHCARE BV;034092015;BCI;
Lamivudina/zidovudina;LAMIVUDINA+ZIDOVUDINA 150+300MG 60 UNITA' USO ORALE;LAMIVUDINA E ZIDOVUDINA*60 cpr riv 150 mg + 300 mg;212,31;128,64;-;MYLAN SpA;041389026;BCI;
Lamivudina/zidovudina;LAMIVUDINA+ZIDOVUDINA 150+300MG 60 UNITA' USO ORALE;LAMIVUDINA ZIDOVUDINA*60 cpr riv 150 mg + 300 mg;212,31;128,64;-;AUROBINDO PHARMA ITALIA Srl;042057012;BCI;
Lapatinib;LAPATINIB 250MG 70 UNITA' USO ORALE;TYVERB*70 cpr riv 250 mg flacone;1824,63;1105,56;-;NOVARTIS EUROPHARM LTD;038633044;BCJ;
Lapatinib;LAPATINIB 250MG 84 UNITA' USO ORALE;TYVERB*84 cpr riv 250 mg flacone;2189,56;1326,68;-;NOVARTIS EUROPHARM LTD;038633069;BCK;
Laronidasi;LARONIDASI 500U 5ML 1 UNITA' USO PARENTERALE;ALDURAZYME*1 flaconcino INFUS EV 5 ml 500 U;1097,52;665,00;-;GENZYME EUROPE B.V.;035891011;BCL;
Larotrectinib;LAROTRECTINIB 25MG 56 UNITA' USO ORALE;VITRAKVI*56 cps 25 mg flacone;2888,20;1750,00;-;BAYER AG;048215014;LSD;
Larotrectinib;LAROTRECTINIB 100MG 56 UNITA' USO ORALE;VITRAKVI*56 cps 100 mg flacone;11552,80;7000,00;-;BAYER AG;048215026;LSE;
Larotrectinib;LAROTRECTINIB 1000MG 50ML 2 UNITA' USO ORALE;VITRAKVI*orale soluz 2 flaconi 50 ml 20 mg/ml;4126,00;2500,00;-;BAYER AG;048215040;LSF;
Lattulosio;LATTULOSIO 20% 1 UNITA' USO RETTALE;LATTULAC EPS*1 sacca soluz rett 200 g;16,31;9,88;-;ALFASIGMA SpA;030727034;BCM;
Lenacapavir;LENACAPAVIR 309MG/ML 1,5ML 2 UNITA' USO PARENTERALE;SUNLENCA*2 flaconcini SC 309 mg/ml 1,5 ml;30120,61;18250,36;-;GILEAD SCIENCES IRELAND UC;050232026;MTY;
Lenacapavir;LENACAPAVIR 300MG 5 UNITA' USO ORALE;SUNLENCA*5 cpr riv 300 mg;5019,61;3041,43;-;GILEAD SCIENCES IRELAND UC;050232014;MTZ;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;KLEDER*21 cps 10 mg;4160,14;2520,68;-;EG SpA;048467082;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,14;2520,68;-;TEVA B.V.;045985138;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,14;2520,68;-;SANDOZ SpA;045986130;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,14;2520,68;-;ACCORD HEALTHCARE SLU;047188077;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,14;2520,68;-;ZENTIVA ITALIA Srl;048350084;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,14;2520,68;-;PIRAMAL CRITICAL CARE IT.SpA;048974063;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,14;2520,68;-;MYLAN IRELAND LIMITED;049282092;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,13;2520,68;-;AS GRINDEKS;049360086;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,14;2520,68;-;KRKA D.D.NOVO MESTO;049379086;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 10 mg;4160,14;2520,68;-;EUGIA PHARMA (MALTA) LIMITED;049727136;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;LENALIDOMIDE*21x1 cps 10 mg;4160,14;2520,68;-;SUN PHARMACEUTICAL IND.EU.B.V.;049623539;BCN;
Lenalidomide;LENALIDOMIDE 10MG 21 UNITA' USO ORALE;REVLIMID*21 cps 10 mg;8320,26;5041,37;-;BRISTOL M.SQUIBB PHARMA EEIG;038016022;BCN;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;KLEDER*21 cps 15 mg;4379,09;2653,35;-;EG SpA;048467106;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,09;2653,35;-;TEVA B.V.;045985177;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,09;2653,35;-;SANDOZ SpA;045986181;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,09;2653,35;-;ACCORD HEALTHCARE SLU;047188091;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,09;2653,35;-;ZENTIVA ITALIA Srl;048350108;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,09;2653,35;-;PIRAMAL CRITICAL CARE IT.SpA;048974075;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,09;2653,35;-;MYLAN IRELAND LIMITED;049282116;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,08;2653,35;-;AS GRINDEKS;049360100;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,09;2653,35;-;KRKA D.D.NOVO MESTO;049379100;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 15 mg;4379,09;2653,35;-;EUGIA PHARMA (MALTA) LIMITED;049727187;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;LENALIDOMIDE*21x1 cps 15 mg;4379,09;2653,35;-;SUN PHARMACEUTICAL IND.EU.B.V.;049623580;BCO;
Lenalidomide;LENALIDOMIDE 15MG 21 UNITA' USO ORALE;REVLIMID*21 cps 15 mg;8758,17;5306,70;-;BRISTOL M.SQUIBB PHARMA EEIG;038016034;BCO;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;KLEDER*21 cps 25 mg;4801,36;2909,21;-;EG SpA;048467120;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;TEVA B.V.;045985215;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;SANDOZ SpA;045986231;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;ACCORD HEALTHCARE SLU;047188115;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;ZENTIVA ITALIA Srl;048350146;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;PIRAMAL CRITICAL CARE IT.SpA;048974099;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;MYLAN IRELAND LIMITED;049282179;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;AS GRINDEKS;049360148;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;KRKA D.D.NOVO MESTO;049379148;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 25 mg;4801,36;2909,21;-;EUGIA PHARMA (MALTA) LIMITED;049727288;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;LENALIDOMIDE*21x1 cps 25 mg;4801,36;2909,21;-;SUN PHARMACEUTICAL IND.EU.B.V.;049623681;BCP;
Lenalidomide;LENALIDOMIDE 25MG 21 UNITA' USO ORALE;REVLIMID*21 cps 25 mg;9602,71;5818,42;-;BRISTOL M.SQUIBB PHARMA EEIG;038016046;BCP;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;KLEDER*21 cps 5 mg;3941,18;2388,02;-;EG SpA;048467043;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;TEVA B.V.;045985076;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;SANDOZ SpA;045986080;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;ACCORD HEALTHCARE SLU;047188040;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;ZENTIVA ITALIA Srl;048350045;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;PIRAMAL CRITICAL CARE IT.SpA;048974048;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;MYLAN IRELAND LIMITED;049282041;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;AS GRINDEKS;049360047;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;KRKA D.D.NOVO MESTO;049379047;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 5 mg;3941,18;2388,02;-;EUGIA PHARMA (MALTA) LIMITED;049727086;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21x1 cps 5 mg;3941,18;2388,02;-;SUN PHARMACEUTICAL IND.EU.B.V.;049623438;BCQ;
Lenalidomide;LENALIDOMIDE 5MG 21 UNITA' USO ORALE;REVLIMID*21 cps 5 mg;7882,36;4776,03;-;BRISTOL M.SQUIBB PHARMA EEIG;038016010;BCQ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;KLEDER*21 cps 2,5 mg;3783,30;2292,35;-;EG SpA;048467029;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 2,5 mg;3783,30;2292,35;-;TEVA B.V.;045985037;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 2,5 mg;3783,30;2292,35;-;SANDOZ SpA;045986039;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 2,5 mg;3783,30;2292,35;-;ACCORD HEALTHCARE SLU;047188026;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 2,5 mg;3783,30;2292,35;-;ZENTIVA ITALIA Srl;048350021;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 2,5 mg;3783,30;2292,35;-;MYLAN IRELAND LIMITED;049282027;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 2,5 mg;3783,29;2292,35;-;AS GRINDEKS;049360023;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21 cps 2,5 mg;3783,30;2292,35;-;KRKA D.D.NOVO MESTO;049379023;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;LENALIDOMIDE*21x1 cps 2,5 mg;3783,30;2292,35;-;SUN PHARMACEUTICAL IND.EU.B.V.;049623388;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 21 UNITA' USO ORALE;REVLIMID*21 cps 2,5 mg;7566,59;4584,70;-;BRISTOL M.SQUIBB PHARMA EEIG;038016059;HNZ;
Lenalidomide;LENALIDOMIDE 2,5MG 7 UNITA' USO ORALE;KLEDER*7 cps 2,5 mg;1261,10;764,12;-;EG SpA;048467017;HRK;
Lenalidomide;LENALIDOMIDE 2,5MG 7 UNITA' USO ORALE;LENALIDOMIDE*7 cps 2,5 mg;1261,10;764,12;-;KRKA D.D.NOVO MESTO;049379011;HRK;
Lenalidomide;LENALIDOMIDE 2,5MG 7 UNITA' USO ORALE;REVLIMID*7 cps 2,5 mg;2522,20;1528,23;-;BRISTOL M.SQUIBB PHARMA EEIG;038016073;HRK;
