Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Prezzo al pubblico �,Titolare AIC,AIC,Codice Gruppo Equivalenza,X=in lista di trasparenza Aifa 15/10/2024,Solo in lista di Regione:,Metri cubi ossigeno
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,PRINIVIL*14 cpr 20 mg,"5,95",NEOPHARMED GENTILI SpA,26830024,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,ZESTRIL*14 cpr 20 mg,"5,98",ATNAHS PHARMA NETHERLANDS BV,26834022,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,ALAPRIL*14 cpr 20 mg,"5,30",NEOPHARMED GENTILI SpA,26837029,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,LISINOPRIL*14 cpr 20 mg,"3,30",EG SpA,37258175,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,LISINOPRIL*14 cpr 20 mg,"3,30",RATIOPHARM GMBH,37426158,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,LISINOPRIL*14 cpr 20 mg,"3,30",SANDOZ SpA,37471176,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,LISINOPRIL*14 cpr 20 mg,"3,30",MYLAN SpA,37710074,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,LISINOPRIL*14 cpr 20 mg,"3,30",ZENTIVA ITALIA Srl,37932023,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,LISINOPRIL*14 cpr 20 mg,"3,30",DOC GENERICI Srl,38060063,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,LISINOPRIL*14 cpr 20 mg,"3,30",TOWA PHARMACEUTICAL SpA,38668024,DIB,X,,
Lisinopril,LISINOPRIL 20MG 14 UNITA' USO ORALE,LISINOPRIL*14 cpr 20 mg,"3,30",AUROBINDO PHARMA ITALIA Srl,40262216,DIB,X,,
Lisinopril,LISINOPRIL 5MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 5 mg,"3,36",EG SpA,37258035,KOV,X,,
Lisinopril,LISINOPRIL 5MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 5 mg,"3,36",RATIOPHARM GMBH,37426044,KOV,X,,
Lisinopril,LISINOPRIL 5MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 5 mg,"3,36",SANDOZ SpA,37471036,KOV,X,,
Lisinopril,LISINOPRIL 5MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 5 mg,"3,36",MYLAN SpA,37710035,KOV,X,,
Lisinopril,LISINOPRIL 5MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 5 mg,"3,45",DOC GENERICI Srl,38060024,KOV,X,,
Lisinopril,LISINOPRIL 5MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 5 mg,"3,36",TOWA PHARMACEUTICAL SpA,38668036,KOV,X,,
Lisinopril,LISINOPRIL 5MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 5 mg,"3,36",AUROBINDO PHARMA ITALIA Srl,40262103,KOV,X,,
Lisinopril,LISINOPRIL 20MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 20 mg,"5,27",EG SpA,37258199,KOW,X,,
Lisinopril,LISINOPRIL 20MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 20 mg,"5,27",RATIOPHARM GMBH,37426172,KOW,X,,
Lisinopril,LISINOPRIL 20MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 20 mg,"5,27",SANDOZ SpA,37471188,KOW,X,,
Lisinopril,LISINOPRIL 20MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 20 mg,"5,27",MYLAN SpA,37710098,KOW,X,,
Lisinopril,LISINOPRIL 20MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 20 mg,"5,27",DOC GENERICI Srl,38060075,KOW,X,,
Lisinopril,LISINOPRIL 20MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 20 mg,"5,27",TOWA PHARMACEUTICAL SpA,38668048,KOW,X,,
Lisinopril,LISINOPRIL 20MG 28 UNITA' USO ORALE,LISINOPRIL*28 cpr 20 mg,"5,27",AUROBINDO PHARMA ITALIA Srl,40262228,KOW,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","PRINZIDE*14 cpr 20 mg + 12,5 mg","2,80",NEOPHARMED GENTILI SpA,27481011,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","ZESTORETIC*14 cpr 20 mg + 12,5 mg","4,50",ATNAHS PHARMA NETHERLANDS BV,27482013,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","NALAPRES*14 cpr 20 mg + 12,5 mg","4,50",NEOPHARMED GENTILI SpA,27553015,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*14 cpr 20 mg + 12,5 mg","2,80",TEVA ITALIA Srl,37473081,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*14 cpr 20 mg + 12,5 mg","2,80",MYLAN SpA,38463028,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*14 cpr 20 mg + 12,5 mg","2,80",SANDOZ SpA,38535011,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*14 cpr 20 mg + 12,5 mg","2,80",ZENTIVA ITALIA Srl,38590016,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*14 cpr 20 mg + 12,5 mg","2,80",EG SpA,38700023,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","LISINOPRIL E IDROCLOROTIAZIDE*14 cpr 20 mg + 12,5 mg","2,80",DOC GENERICI Srl,38706040,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE","LISINOPRIL E IDROCLOROTIAZIDE*14 cpr 20 mg + 12,5 mg","2,80",TOWA PHARMACEUTICAL SpA,39003013,EDA,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 28 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*28 cpr 20 mg + 12,5 mg","4,49",TEVA ITALIA Srl,37473016,KWK,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 28 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*28 cpr 20 mg + 12,5 mg","4,49",MYLAN SpA,38463030,KWK,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 28 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*28 cpr 20 mg + 12,5 mg","4,49",SANDOZ SpA,38535023,KWK,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 28 UNITA' USO ORALE","LISINOPRIL IDROCLOROTIAZIDE*28 cpr 20 mg + 12,5 mg","4,49",EG SpA,38700050,KWK,X,,
Lisinopril/idroclorotiazide,"LISINOPRIL+IDROCLOROTIAZIDE 20+12,5MG 28 UNITA' USO ORALE","LISINOPRIL E IDROCLOROTIAZIDE*28 cpr 20 mg + 12,5 mg","4,49",DOC GENERICI Srl,38706103,KWK,X,,
Litio carbonato,LITIO CARBONATO 300MG 50 UNITA' USO ORALE,CARBOLITHIUM*50 cps 300 mg,"5,52",SIT LABORATORIO FARMAC. Srl,24597039,99A,,,
Litio carbonato,LITIO CARBONATO 150MG 50 UNITA' USO ORALE,CARBOLITHIUM*50 cps 150 mg,"3,07",SIT LABORATORIO FARMAC. Srl,24597015,99B,,,
Lixisenatide,LIXISENATIDE 10MCG 3ML 1 UNITA' USO PARENTERALE,LYXUMIA*1 cartuccia SC in penna preriemp 3 ml 10 mcg,"56,12",SANOFI WINTHROP INDUSTRIE,42657015,ROW,,,
Lixisenatide,LIXISENATIDE 20MCG 3ML 2 UNITA' USO PARENTERALE,LYXUMIA*2 cartucce SC in penna preriemp 3 ml 20 mcg,"112,22",SANOFI WINTHROP INDUSTRIE,42657039,ROX,,,
Lomitapide,LOMITAPIDE 5MG 28 UNITA' USO ORALE,LOJUXTA*28 cps rigide 5 mg flacone,"31145,15",CHIESI FARMACEUTICI SpA,42920013,FAC,,,
Lomitapide,LOMITAPIDE 10MG 28 UNITA' USO ORALE,LOJUXTA*28 cps rigide 10 mg flacone,"31145,15",CHIESI FARMACEUTICI SpA,42920025,FAI,,,
Lomitapide,LOMITAPIDE 20MG 28 UNITA' USO ORALE,LOJUXTA*28 cps rigide 20 mg flacone,"31145,15",CHIESI FARMACEUTICI SpA,42920037,FAV,,,
Lonoctocog Alfa,"LONOCTOCOG ALFA 1.000UI 2,5ML 1 UNITA' USO PARENTERALE","AFSTYLA*1 flaconcino EV polv 1.000 Unita' Internazionali + 1 flaconcino 2,5 ml","1221,30",CSL BEHRING GmbH,45255039,KBG,,,
Lonoctocog Alfa,LONOCTOCOG ALFA 1.500UI 5ML 1 UNITA' USO PARENTERALE,AFSTYLA*1 flaconcino EV polv 1.500 Unita' Internazionali + 1 flaconcino 5 ml,"1831,94",CSL BEHRING GmbH,45255041,KBH,,,
Lonoctocog Alfa,LONOCTOCOG ALFA 2.000UI 5ML 1 UNITA' USO PARENTERALE,AFSTYLA*1 flaconcino EV polv 2.000 Unita' Internazionali + 1 flaconcino 5 ml,"2442,59",CSL BEHRING GmbH,45255054,KBI,,,
Lonoctocog Alfa,"LONOCTOCOG ALFA 250UI 2,5ML 1 UNITA' USO PARENTERALE","AFSTYLA*1 flaconcino EV polv 250 Unita' Internazionali + 1 flaconcino 2,5 ml","305,32",CSL BEHRING GmbH,45255015,KBK,,,
Lonoctocog Alfa,LONOCTOCOG ALFA 3.000UI 5ML 1 UNITA' USO PARENTERALE,AFSTYLA*1 flaconcino EV polv 3.000 Unita' Internazionali + 1 flaconcino 5 ml,"3663,89",CSL BEHRING GmbH,45255078,KBL,,,
Lonoctocog Alfa,"LONOCTOCOG ALFA 500UI 2,5ML 1 UNITA' USO PARENTERALE","AFSTYLA*1 flaconcino EV polv 500 Unita' Internazionali + 1 flaconcino 2,5 ml","610,65",CSL BEHRING GmbH,45255027,KBM,,,
Loratadina,LORATADINA 10MG 20 UNITA' USO ORALE,CLARITYN*20 cpr 10 mg,"8,80",BAYER SpA,27075011,DLA,X,,
Loratadina,LORATADINA 10MG 20 UNITA' USO ORALE,FRISTAMIN*20 cpr 10 mg,"5,27",F.I.R.M.A. SpA,27076013,DLA,X,,
Loratadina,LORATADINA 10MG 20 UNITA' USO ORALE,LORATADINA*20 cpr 10 mg,"5,27",SANDOZ SpA,37399033,DLA,X,,
Loratadina,LORATADINA 10MG 20 UNITA' USO ORALE,LORATADINA*20 cpr 10 mg,"5,27",EG SpA,37485075,DLA,X,,
Loratadina,LORATADINA 10MG 20 UNITA' USO ORALE,LORATADINA*20 cpr 10 mg,"5,27",TEVA ITALIA Srl,37552054,DLA,X,,
Losartan,"LOSARTAN 12,5MG 21 UNITA' USO ORALE","LORTAAN*21 cpr riv 12,5 mg","6,24",ORGANON ITALIA Srl,29384029,EQA,X,,
Losartan,"LOSARTAN 12,5MG 21 UNITA' USO ORALE","NEOLOTAN*21 cpr riv 12,5 mg","6,20",NEOPHARMED GENTILI SpA,29385022,EQA,X,,
Losartan,"LOSARTAN 12,5MG 21 UNITA' USO ORALE","LOSAPREX*21 cpr riv 12,5 mg","6,75",ALFASIGMA SpA,29393028,EQA,X,,
Losartan,"LOSARTAN 12,5MG 21 UNITA' USO ORALE","LOSARTAN*21 cpr riv 12,5 mg","4,70",MYLAN SpA,38263051,EQA,X,,
Losartan,"LOSARTAN 12,5MG 21 UNITA' USO ORALE","LOSARTAN*21 cpr riv 12,5 mg","4,70",EG SpA,38438014,EQA,X,,
Losartan,"LOSARTAN 12,5MG 21 UNITA' USO ORALE","LOSARTAN*21 cpr riv 12,5 mg","4,70",SANDOZ SpA,39164025,EQA,X,,
Losartan,"LOSARTAN 12,5MG 21 UNITA' USO ORALE","LOSARTAN*21 cpr riv 12,5 mg","4,70",DOC GENERICI Srl,44693051,EQA,X,,
Losartan,"LOSARTAN 12,5MG 21 UNITA' USO ORALE","LOSARTAN*21 cpr riv 12,5 mg","4,70",EG SpA,49872017,EQA,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LORTAAN*28 cpr riv 50 mg,"8,01",ORGANON ITALIA Srl,29384017,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,NEOLOTAN*28 cpr riv div 50 mg,"10,75",NEOPHARMED GENTILI SpA,29385010,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSAPREX*28 cpr riv 50 mg,"11,09",ALFASIGMA SpA,29393016,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,25",TEVA ITALIA Srl,38098341,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,25",MYLAN SpA,38263277,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,25",EG SpA,38438038,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,PRECTEN*28 cpr riv 50 mg,"9,05",I.B.N. SAVIO Srl,38870022,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,01",ZENTIVA ITALIA Srl,39077211,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,01",SANDOZ SpA,39164037,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,25",TOWA PHARMACEUTICAL SpA,39198027,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,01",LABORATORI ALTER Srl,39211026,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,25",ACCORD HEALTHCARE SLU,39374020,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,01",KRKA D.D.NOVO MESTO,39379211,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,25",ALMUS Srl,39380213,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LASTAN*28 cpr riv 50 mg,"8,25",SO.SE.PHARM Srl,39383207,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,01",TECNIMEDE SOC.TECNICO-MED.S.A.,39918026,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,01",AUROBINDO PHARMA ITALIA Srl,43614066,EQB,X,,
Losartan,LOSARTAN 50MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 50 mg,"8,25",DOC GENERICI Srl,44693188,EQB,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LORTAAN*28 cpr riv 100 mg,"10,00",ORGANON ITALIA Srl,29384043,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,NEOLOTAN*28 cpr riv 100 mg,"12,70",NEOPHARMED GENTILI SpA,29385046,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSAPREX*28 cpr riv 100 mg,"12,90",ALFASIGMA SpA,29393042,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,50",TEVA ITALIA Srl,38098707,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,PRECTEN*28 cpr riv 100 mg,"10,90",I.B.N. SAVIO Srl,38870010,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,50",TOWA PHARMACEUTICAL SpA,39198039,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,50",ACCORD HEALTHCARE SLU,39374032,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,00",KRKA D.D.NOVO MESTO,39379300,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,50",ALMUS Srl,39380290,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LASTAN*28 cpr riv 100 mg,"10,50",SO.SE.PHARM Srl,39383296,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,00",TECNIMEDE SOC.TECNICO-MED.S.A.,39918053,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,00",AUROBINDO PHARMA ITALIA Srl,43614116,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,50",DOC GENERICI Srl,44693303,EQC,X,,
Losartan,LOSARTAN 100MG 28 UNITA' USO ORALE,LOSARTAN*28 cpr riv 100 mg,"10,00",EG SpA,49872169,EQC,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSAZID*28 cpr riv 100 mg + 25 mg,"10,07",ALFASIGMA SpA,31497047,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,NEOLOTAN PLUS*28 cpr riv 100 mg + 25 mg,"9,40",NEOPHARMED GENTILI SpA,32993040,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,FORZAAR*28 cpr riv 100 mg + 25 mg,"9,52",ORGANON ITALIA Srl,34310021,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",TEVA ITALIA Srl,38028332,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN E IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",EG SpA,38601100,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,PRECTIAZIDE*28 cpr riv 100 mg + 25 mg,"7,50",I.B.N. SAVIO Srl,39033028,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 100 mg +25 mg,"6,90",TOWA PHARMACEUTICAL SpA,39122027,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",SANDOZ SpA,39154327,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN IDROCLOROTIAZIDE*28 cpr 100 mg+25 mg,"6,90",MYLAN SpA,39445162,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",KRKA D.D.NOVO MESTO,39473095,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,IPERSART*28 cpr riv 100 mg + 25 mg,"6,90",S.F. GROUP Srl,39717020,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOZID*28 cpr riv 100 mg + 25 mg,"6,90",SO.SE.PHARM Srl,39908126,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",ALMUS Srl,39909128,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN E IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",TECNIMEDE SOC.TECNICO-MED.S.A.,40139065,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",AUROBINDO PHARMA ITALIA Srl,41392248,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",LABORATORI ALTER Srl,42818029,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN E IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",DOC GENERICI Srl,44475073,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN E IDROCLOROTIAZIDE*28 cpr riv 100 mg + 25 mg,"6,90",ZENTIVA ITALIA Srl,45045073,ERA,X,,
Losartan/idroclorotiazide,LOSARTAN+IDROCLOROTIAZIDE 100+25MG 28 UNITA' USO ORALE,LOSARTAN E IDROCLOROTIAZIDE*28 cpr 100 mg + 25 mg,"6,90",EG SpA,50001092,ERA,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSAZID*28 cpr riv 50 mg + 12,5 mg","10,07",ALFASIGMA SpA,31497050,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","HIZAAR*28 cpr riv 50 mg + 12,5 mg","9,52",ORGANON ITALIA Srl,32079055,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","NEOLOTAN PLUS*28 cpr riv 50 mg + 12,5 mg","9,40",NEOPHARMED GENTILI SpA,32993053,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",TEVA ITALIA Srl,38028041,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN E IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",EG SpA,38601035,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","PRECTIAZIDE*28 cpr riv 50 mg + 12,5 mg","7,50",I.B.N. SAVIO Srl,39033016,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",TOWA PHARMACEUTICAL SpA,39122039,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",SANDOZ SpA,39154176,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN IDROCLOROTIAZIDE*28 cpr 50 mg+12,5mg","6,90",MYLAN SpA,39445046,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",KRKA D.D.NOVO MESTO,39473020,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","IPERSART*28 cpr riv 50 mg + 12,5 mg","6,90",S.F. GROUP Srl,39717018,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOZID*28 cpr riv 50 mg + 12,5 mg","6,90",SO.SE.PHARM Srl,39908049,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",ALMUS Srl,39909041,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN E IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",TECNIMEDE SOC.TECNICO-MED.S.A.,40139026,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",AUROBINDO PHARMA ITALIA Srl,41392022,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",LABORATORI ALTER Srl,42818017,ERB,X,,
Losartan/idroclorotiazide,"LOSARTAN+IDROCLOROTIAZIDE 50+12,5MG 28 UNITA' USO ORALE","LOSARTAN E IDROCLOROTIAZIDE*28 cpr riv 50 mg + 12,5 mg","6,90",DOC GENERICI Srl,44475022,ERB,X,,
